Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Talking About This (Post) by action type - comment,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - share,Lifetime Post Stories by action type - comment,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - share,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Post consumers by type - link clicks,Lifetime Post consumers by type - other clicks,Lifetime Post consumers by type - photo view,Lifetime Post consumers by type - video play,Lifetime Post Consumptions by type - link clicks,Lifetime Post Consumptions by type - other clicks,Lifetime Post Consumptions by type - photo view,Lifetime Post Consumptions by type - video play,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Negative feedback - hide_all_clicks,Lifetime Negative feedback - hide_clicks,Lifetime Negative feedback - unlike_page_clicks,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - unlike_page_clicks,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Average time video viewed,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Video length,Lifetime Percentage of viewers at each interval (video post) - 0,Lifetime Percentage of viewers at each interval (video post) - 1,Lifetime Percentage of viewers at each interval (video post) - 2,Lifetime Percentage of viewers at each interval (video post) - 3,Lifetime Percentage of viewers at each interval (video post) - 4,Lifetime Percentage of viewers at each interval (video post) - 5,Lifetime Percentage of viewers at each interval (video post) - 6,Lifetime Percentage of viewers at each interval (video post) - 7,Lifetime Percentage of viewers at each interval (video post) - 8,Lifetime Percentage of viewers at each interval (video post) - 9,Lifetime Percentage of viewers at each interval (video post) - 10,Lifetime Percentage of viewers at each interval (video post) - 11,Lifetime Percentage of viewers at each interval (video post) - 12,Lifetime Percentage of viewers at each interval (video post) - 13,Lifetime Percentage of viewers at each interval (video post) - 14,Lifetime Percentage of viewers at each interval (video post) - 15,Lifetime Percentage of viewers at each interval (video post) - 16,Lifetime Percentage of viewers at each interval (video post) - 17,Lifetime Percentage of viewers at each interval (video post) - 18,Lifetime Percentage of viewers at each interval (video post) - 19,Lifetime Percentage of viewers at each interval (video post) - 20,Lifetime Percentage of viewers at each interval (video post) - 21,Lifetime Percentage of viewers at each interval (video post) - 22,Lifetime Percentage of viewers at each interval (video post) - 23,Lifetime Percentage of viewers at each interval (video post) - 24,Lifetime Percentage of viewers at each interval (video post) - 25,Lifetime Percentage of viewers at each interval (video post) - 26,Lifetime Percentage of viewers at each interval (video post) - 27,Lifetime Percentage of viewers at each interval (video post) - 28,Lifetime Percentage of viewers at each interval (video post) - 29,Lifetime Percentage of viewers at each interval (video post) - 30,Lifetime Percentage of viewers at each interval (video post) - 31,Lifetime Percentage of viewers at each interval (video post) - 32,Lifetime Percentage of viewers at each interval (video post) - 33,Lifetime Percentage of viewers at each interval (video post) - 34,Lifetime Percentage of viewers at each interval (video post) - 35,Lifetime Percentage of viewers at each interval (video post) - 36,Lifetime Percentage of viewers at each interval (video post) - 37,Lifetime Percentage of viewers at each interval (video post) - 38,Lifetime Percentage of viewers at each interval (video post) - 39,Lifetime Percentage of viewers at each interval (video post) - 40,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views
138832254624_10154924810799625,https://www.facebook.com/ColumbiaMissourian/posts/10154924810799625,"Jamila Raqib, the executive director of MIT’s Albert Einstein Institution, is an expert in nonviolent protest tactics. She spoke at MU Thursday about using nonviolent protest to counter oppression and the ways it can be successful. //bit.ly/1qxeVTS",Link,,,4/8/16 4:09, ,837,837,0,1352,1352,0,17,1,3,,1,3,,17,23,7,13,,,8,15,,,1,1,,1,,,1,,1342,828,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154924099284625,https://www.facebook.com/ColumbiaMissourian/posts/10154924099284625,"Mark your calendars, Missourians — a convenient mammogram may be coming to a location near you. About 1 in 8 women in the U.S. develop breast cancer during their lifetime, according to the American Cancer Society. http://bit.ly/1S0wDs4",Link,,,4/7/16 20:14, ,1974,1974,0,3166,3166,0,55,,28,5,,28,5,32,41,20,18,,,20,21,,,0,0,,,,,,,2270,1380,0,0,48,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923955039625,https://www.facebook.com/ColumbiaMissourian/posts/10154923955039625,"Missouri senators approved a $27 billion budget for public education next year. The budget returns all but $1 million of the $8.6 million cut to the UM System proposed by the House. That could be enough to freeze tuition, Gov. Jay Nixon said. http://bit.ly/1S0x5GC",Link,,,4/7/16 18:29, ,1794,1794,0,3138,3138,0,338,8,252,35,8,260,36,78,88,34,49,,,35,53,,,0,0,,,,,,,1340,789,0,0,84,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923776914625,https://www.facebook.com/ColumbiaMissourian/posts/10154923776914625,"For the past 150 years, Second Missionary Baptist Church - Columbia, MO  has built its congregation on the stories of its people. “What the founders believed and the purpose for planting a church here can be seen as orchestrated by God’s will and an indicator of the direction to follow,&quot; said Rev. Clyde Ruffin. http://bit.ly/25NRwxZ",Link,,,4/7/16 16:11, ,1016,1016,0,1649,1649,0,26,,5,,,5,,23,43,10,18,,,11,32,,,0,0,,,,,,,1618,988,0,0,25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923764984625,https://www.facebook.com/ColumbiaMissourian/posts/10154923764984625,"MU Interim Chancellor Hank Foley said he'd like to see the next UM System president display the qualities of impeccable integrity, high intellect and the intensity to do the job well. But the other attendees at a Wednesday forum had different concerns. http://bit.ly/1RYK7Vg",Link,,,4/7/16 16:02, ,1657,1657,0,2722,2722,0,63,,2,,,2,,62,67,57,9,,,57,10,,,2,2,1,1,,1,1,,2708,1641,0,0,63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923525499625,https://www.facebook.com/ColumbiaMissourian/posts/10154923525499625,"In an effort to combat homelessness in Columbia, Central Missouri Community Action is considering building houses that are around the size of a parking space. &quot;We recognize that in order to address these issues, we need different types of housing,&quot; said Lisa Goldschmidt, the energy &amp; housing manager of CMCA. 
http://bit.ly/1TEz99Q",Link,,,4/7/16 14:09, ,11495,11495,0,19648,19648,0,942,56,333,68,75,351,70,683,979,286,481,,,305,674,,,3,3,,3,,,3,,6990,3672,0,0,327,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923459419625,https://www.facebook.com/ColumbiaMissourian/posts/10154923459419625,Want to spice up your journey through college? One former STRIPES steering committee member makes a case for playing chauffeur to fellow students in need and why volunteering can take your college experience to the next level.,Link,,,4/7/16 13:38, ,154,154,0,272,272,0,9,,,,,,,9,9,4,5,,,4,5,,,0,0,,,,,,,260,142,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923273954625,https://www.facebook.com/ColumbiaMissourian/posts/10154923273954625,Gunfire between police and two people who are charged with multiple felonies disabled the lead deputy's patrol vehicle early Thursday morning and flew by vehicles on I-70.,Link,,,4/7/16 12:16, ,1604,1604,0,2722,2722,0,51,,3,,,3,,49,58,43,7,,,44,14,,,2,5,,2,,,5,,2666,1567,0,0,50,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923219314625,https://www.facebook.com/ColumbiaMissourian/posts/10154923219314625,"With an impressive 9-0 win over Jefferson City High School under their belts, the Rock Bridge High School's boys tennis team is determined to continue its tradition of succeeding in districts.",Link,,,4/7/16 11:43, ,907,907,0,1508,1508,0,17,,1,,,1,,17,23,11,6,,,11,12,,,1,4,,1,,,4,,1498,896,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154923035279625,https://www.facebook.com/ColumbiaMissourian/posts/10154923035279625,Acclaimed director Spike Lee premiered his documentary about Mizzou Football for ESPN's &quot;30 for 30&quot; series at the Missouri Theater on Wednesday. Interim President Mike Middleton echoed Lee's hope for discussion by asking the crowd &quot;to come together and figure out a way to get through this and improve our communities.&quot;,Link,,,4/7/16 10:38, ,340,340,0,563,563,0,24,,2,,,2,,22,35,10,18,,,10,25,,,0,0,,,,,,,541,321,0,0,24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154922706499625,https://www.facebook.com/ColumbiaMissourian/posts/10154922706499625,"MU professors Mary Beck, Sarah Bush and Alexandra Socarides were surprised in class Wednesday as they were awarded a Kemper Fellowship for Teaching Excellence. http://bit.ly/1N9MO1P",Link,,,4/7/16 8:07, ,2726,2726,0,4413,4413,0,125,3,40,2,3,40,2,106,135,64,49,,,68,67,,,1,1,,1,,,1,,3182,1900,0,0,81,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154922437154625,https://www.facebook.com/ColumbiaMissourian/posts/10154922437154625:0,Today's front page features nursing home pets; Spike Lee film; and UM president forum. Check out our e-edition: http://bit.ly/22e5550,Photo,,,4/7/16 6:10, ,1430,1430,0,4661,4661,0,7,,1,,,1,,6,15,1,1,6,,1,3,11,,0,0,,,,,,,4645,1410,0,0,3,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154921501579625,https://www.facebook.com/ColumbiaMissourian/posts/10154921501579625,The Centers for Medicare and Medicaid Services awarded a $19.8 million grant to MU's Sinclair School of Nursing to expand a project that uses gaming consoles with motion sensors to reduce hospitalizations among nursing home patients. http://bit.ly/1MTdGs6,Link,,,4/6/16 20:06, ,2711,2711,0,4563,4563,0,83,1,48,7,1,48,7,49,64,21,35,,,24,40,,,1,1,,1,,,1,,2949,1707,0,0,63,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154921307314625,https://www.facebook.com/ColumbiaMissourian/posts/10154921307314625,"Local columnist David Rosman says allowing students to conceal and carry is not the answer to prevent potential active shooting. &quot;For the trained shooter, it is not difficult to shoot, reacquire the target and shoot again without the adrenaline flowing,&quot; Rosman said. http://bit.ly/1quJ6uW",Link,,,4/6/16 18:10, ,1760,1760,0,2875,2875,0,68,1,17,,1,19,,59,75,20,47,,,21,54,,,2,2,1,1,,1,1,,2556,1512,0,0,58,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154921104744625,https://www.facebook.com/ColumbiaMissourian/posts/10154921104744625,"MU graduate student, Linh Ngo, shared her experience with  Marfan, a rare genetic disease. She gives more details about her symptoms in this third installment of a four-part series on her blog. http://bit.ly/22dbRbd",Link,,,4/6/16 16:12, ,2847,2847,0,4840,4840,0,119,,27,1,,28,1,109,134,87,30,,,92,42,,,1,4,,1,,,4,,3677,2127,0,0,74,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154920829389625,https://www.facebook.com/ColumbiaMissourian/posts/10154920829389625,Osage County Sheriff Michael R. Dixon was arrested Wednesday afternoon at the Boone County Sheriff's Department in connection with an unlawful use of a weapon charge due to an incident last month at a bar in Hartsburg. http://bit.ly/25LKwS1,Link,,,4/6/16 13:58, ,1454,1454,0,2418,2418,0,56,1,,,1,,,56,84,38,31,,,42,42,,,1,1,,1,,,1,,2360,1428,0,0,53,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154920763574625,https://www.facebook.com/ColumbiaMissourian/posts/10154920763574625,"Updated: The Missouri Theatre will distribute 1000 queue cards for Spike Lee's &quot;2 First Up&quot; at 5:30 p.m. this evening. This guarantees a seat to the film if you are at the theater by 6:45 p.m. All admission is free, and the doors will open to people who don't have a queue card at 7 p.m. on a first-come, first-serve basis. http://bit.ly/1quHAJj",Link,,,4/6/16 13:23, ,110,110,0,154,154,0,6,,1,,,1,,5,6,2,3,,,2,4,,,0,0,,,,,,,124,87,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154920653234625,https://www.facebook.com/ColumbiaMissourian/posts/10154920653234625,The Senate reversed most of the House's planned budget cuts to the UM System's four campuses and voted to block money for Planned Parenthood yesterday. http://bit.ly/1RXVqgh,Link,,,4/6/16 12:30, ,2434,2434,0,3975,3975,0,86,,23,1,,25,1,69,84,58,14,,,62,22,,,2,2,,2,,,2,,3218,1880,0,0,77,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154920472184625,https://www.facebook.com/ColumbiaMissourian/posts/10154920472184625,"Despite back-to-back losses yesterday, the young Stephens College softball team stays upbeat and hopeful for the chance to compete in playoffs. Eight of the 13 teams in the conference have the opportunity to move on the postseason play, and the Stars are currently two games back from the eighth spot. http://bit.ly/1TC3NAL",Link,,,4/6/16 11:15, ,760,760,0,1238,1238,0,9,,2,,,2,,8,9,3,5,,,3,6,,,0,0,,,,,,,1199,733,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154920301744625,https://www.facebook.com/ColumbiaMissourian/posts/10154920301744625,"Boone County ranked ninth out of 114 counties in Missouri for child well-being. The Missouri Kids Count Data Book annually ranks counties within the categories of education, economics, health and child safety. http://bit.ly/25L42Ov",Link,,,4/6/16 10:15, ,1198,1198,0,1966,1966,0,25,,4,1,,4,3,22,26,16,7,,,17,9,,,0,0,,,,,,,1923,1161,0,0,25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154920018444625,https://www.facebook.com/ColumbiaMissourian/posts/10154920018444625,"Though protests have died down in recent months, Academy Award-winning director Spike Lee hopes that his new documentary about Concerned Student 1950, titled &quot;2 Fists Up,&quot; will remind viewers that MU's racial issues are far from over. The film will premiere at Missouri Theatre on Wednesday. http://bit.ly/25K71GV",Link,,,4/6/16 8:02, ,6844,6844,0,12531,12531,0,632,9,43,23,11,44,24,604,799,259,411,1,,265,533,1,,3,3,1,2,,1,2,,6823,3376,0,0,391,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154919850999625,https://www.facebook.com/ColumbiaMissourian/posts/10154919850999625:0,"Today's front page features a wrap up of election coverage from Columbia, including Brian Treece taking the mayor's race and wins for two school district financial issues. Our e-edition:  http://bit.ly/22bn9wA",Photo,,,4/6/16 6:31, ,1229,1229,0,4454,4454,0,10,,,,,,,10,14,,2,8,,,3,11,,0,0,,,,,,,4423,1200,0,0,5,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154919588109625,https://www.facebook.com/ColumbiaMissourian/posts/10154919588109625,Brian Treece earned 52.2 percent of the public vote and defeated opponent Skip Walther to become the next mayor of Columbia. http://bit.ly/1RXgqni,Link,,,4/6/16 4:12, ,6686,6686,0,11361,11361,0,591,44,219,11,51,239,11,493,761,226,353,,,230,531,,,8,9,,8,,,9,,5073,2888,0,0,235,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918875234625,https://www.facebook.com/ColumbiaMissourian/posts/10154918875234625,"The votes are in and Brian Treece is the new mayor of Columbia. To get a better idea of his plans for the city, have a look at his answers to some questions we asked during the campaign.",Link,,,4/5/16 20:34, ,749,749,0,1059,1059,0,24,,3,,,3,,22,27,18,5,,,19,8,,,0,0,,,,,,,966,671,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918862544625,https://www.facebook.com/ColumbiaMissourian/posts/10154918862544625,"The Mizzou Football team has a lot on its plate while preparing for the Black/Gold Game on April 16. Replacing starters, satellite camps and open practices are all on the agenda in the coming days for the team. http://bit.ly/1WbaFpk",Link,,,4/5/16 20:22, ,207,207,0,332,332,0,2,,,,,,,2,2,1,1,,,1,1,,,0,0,,,,,,,304,188,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918675249625,https://www.facebook.com/ColumbiaMissourian/posts/10154918675249625,Wondering who's winning the Columbia municipal elections? Be sure to look at our up-to-the-minute results. Karl Skala just won the Third Ward City Council race. http://bit.ly/1N7HsEd,Link,,,4/5/16 18:56, ,1988,1988,0,3317,3317,0,130,3,1,,4,1,,129,168,106,44,,,116,52,,,2,2,,2,,,2,,3175,1887,0,0,127,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918604189625,https://www.facebook.com/ColumbiaMissourian/posts/10154918604189625,An attorney for Planned Parenthood is questioning a subpoena issued by the Missouri Senate as a part of an investigation into fetal tissue donation. The attorney argued that many of the requested documents had nothing to do with the investigation. http://bit.ly/1WaVVH1,Link,,,4/5/16 18:20, ,440,440,0,705,705,0,10,,2,2,,2,2,8,11,5,3,,,6,5,,,0,0,,,,,,,629,389,0,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918379094625,https://www.facebook.com/ColumbiaMissourian/posts/10154918379094625,"Local voters share which races and ballot issues are most important to them and why on election day. Races include mayor, City Council and school board seats as well as a tax and levy proposal for Columbia Public Schools.",Link,,,4/5/16 16:00, ,1444,1444,0,2369,2369,0,35,,5,1,,5,1,33,41,24,10,,,24,17,,,1,1,,1,,,1,,2253,1368,0,0,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918193129625,https://www.facebook.com/ColumbiaMissourian/posts/10154918193129625,Recent studies show minorities are only represented in 10% of children's books. Local librarians are working to increase book diversity in schools but find the issue is a national publishing problem.,Link,,,4/5/16 14:00, ,360,360,0,532,532,0,4,,1,,,1,,3,3,2,1,,,2,1,,,0,0,,,,,,,513,346,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154918096509625,https://www.facebook.com/ColumbiaMissourian/posts/10154918096509625,"A pedestrian safety task force recommends &quot;A Vision Zero Policy for Columbia.&quot; The policy will focus on education, enforcement and engineering to prevent fatal traffic accidents. Vision Zero originated in Sweden and has been adopted by 15 cities in the United States.",Link,,,4/5/16 13:04, ,1303,1303,0,2140,2140,0,42,2,6,1,2,6,1,38,49,16,26,,,17,32,,,1,1,,1,,,1,,2006,1198,0,0,38,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154917964024625,https://www.facebook.com/ColumbiaMissourian/posts/10154917964024625,"Journalism professor Earnest Perry was dreading a meeting Tuesday morning, but a visit from MU Interim Chancellor Hank Foley and Commerce Bank Chairman Jim Schatz improved it. Perry was surprised with a 2016 William T. Kemper Fellowship for Teaching Excellence.",Link,,,4/5/16 12:06, ,7493,7493,0,11567,11567,0,354,7,160,11,7,163,11,262,354,116,174,1,,121,232,1,,3,3,,3,,,3,,5661,3117,0,0,245,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154917840039625,https://www.facebook.com/ColumbiaMissourian/posts/10154917840039625,"Local columnist Carl Kenney says government works best when there is a common vision embraced by elected officials, staff and members of the community. So candidates should show up and share their vision in ways that engage the community, he suggests.",Link,,,4/5/16 11:03, ,810,810,0,1409,1409,0,13,,,,,,,13,14,8,5,,,9,5,,,1,1,,1,,,1,,1392,797,0,0,13,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154917678369625,https://www.facebook.com/ColumbiaMissourian/posts/10154917678369625,Missouri is the only state without a central prescription drug database. Pharmacist Scott Paalhar said he takes extra precautions or avoids filling the prescription to patients who are from other states. The Missouri legislature is considering bills for a prescription drug monitoring program.,Link,,,4/5/16 10:03, ,2398,2398,0,3860,3860,0,80,2,21,1,2,21,1,68,89,24,50,,,27,62,,,0,0,,,,,,,3272,1887,0,0,68,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154917463074625,https://www.facebook.com/ColumbiaMissourian/posts/10154917463074625,"Following a proposal from the House to cut $7.6 million from funding the UM System, a Senate committee proposed cutting only $1 million from the system's funding.",Link,,,4/5/16 8:22, ,1501,1501,0,2450,2450,0,37,,10,1,,10,1,30,38,24,8,,,26,12,,,1,1,,1,,,1,,2260,1343,0,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154917133314625,https://www.facebook.com/ColumbiaMissourian/posts/10154917133314625:0,"Today's front page features UM System budget cuts, premature babies and Spike Lee's &quot;2 Fists Up.&quot; Our e-edition: http://bit.ly/1MPcuWB",Photo,,,4/5/16 6:00, ,1597,1597,0,6147,6147,0,13,,1,,,1,,12,20,1,2,9,,1,3,16,,0,0,,,,,,,6136,1588,0,0,10,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138832254624_10154916831474625,https://www.facebook.com/ColumbiaMissourian/posts/10154916831474625,A hazardous waste facility is now open in Columbia until November. The facility will be able to safely dispose of products such as paint and nail polish remover. http://bit.ly/228bO0p,Link,,,4/5/16 4:04, ,112,112,0,176,176,0,1,,,,,,,1,1,,1,,,,1,,,0,0,,,,,,,162,98,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154916083569625,https://www.facebook.com/ColumbiaMissourian/posts/10154916083569625,Colin Madsen of Jefferson City was studying in Russia when he went missing a week ago while traveling with friends. Russian investigators found his body Monday in Siberia. http://bit.ly/1RYv2WX,Link,,,4/4/16 20:21, ,1823,1823,0,3044,3044,0,97,,1,,,1,,96,109,93,9,,,96,13,,,0,0,,,,,,,3027,1808,0,0,97,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154915894494625,https://www.facebook.com/ColumbiaMissourian/posts/10154915894494625,"Names of Boone County residents who were killed in combat can be added to the new war memorial outside in the Boone County Courthouse Plaza. If you have a loved one who was killed in action during the Cold War, operations Desert Shield or Desert Storm, or the Global War on Terrorism, you can call the Boone County Commissioner's office for an application form to have their name added. http://bit.ly/1TxBkf7",Link,,,4/4/16 18:40, ,1021,1021,0,1667,1667,0,17,,9,,,9,,9,9,2,7,,,2,7,,,0,0,,,,,,,1564,945,0,0,17,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154915675389625,https://www.facebook.com/ColumbiaMissourian/posts/10154915675389625,Customers got to take home a piece of Quinton's yesterday. The deli and bar will be demolished to make way for a 10-story apartment complex and retail space.,Link,,,4/4/16 16:07, ,1464,1464,0,2441,2441,0,43,2,,1,4,,1,42,49,33,9,,,34,15,,,1,4,,1,,,4,,2384,1416,0,0,40,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154915454239625,https://www.facebook.com/ColumbiaMissourian/posts/10154915454239625,Barriers in the publishing industry are making it difficult for readers and librarians to find diverse books. Do you recall any books from your childhood that reflected diversity?,Link,,,4/4/16 14:15, ,2570,2570,0,3885,3885,0,33,2,11,2,5,11,2,21,30,7,17,,,7,23,,,0,0,,,,,,,1616,1016,0,0,22,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154915315514625,https://www.facebook.com/ColumbiaMissourian/posts/10154915315514625,"&quot;2 Fists Up,&quot; Spike Lee's new half hour documentary spotlights Concerned Student 1950 and the Missouri football team. It's part of ESPN's &quot;Spike Lee's Lil' Joints&quot; series, and you can see it for free on Wednesday at Missouri Theatre.",Link,,,4/4/16 13:21, ,1390,1390,0,2469,2469,0,95,1,7,4,1,7,4,92,135,50,57,,,58,77,,,0,0,,,,,,,1795,959,0,0,86,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154915152264625,https://www.facebook.com/ColumbiaMissourian/posts/10154915152264625,"Need a refresher before the elections tomorrow? Check out mayoral candidate Brian Treece's stances on issues such as Columbia Missouri Police Department staffing, crime, city zoning codes and more.",Link,,,4/4/16 12:02, ,1448,1448,0,2458,2458,0,42,,6,1,,6,1,40,54,31,11,,,37,17,,,1,4,,1,,,4,,2242,1280,0,0,40,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154915007004625,https://www.facebook.com/ColumbiaMissourian/posts/10154915007004625,Skip Walther is one of two candidates running to be mayor of Columbia. Learn more about Walther's stances on local issues in his Q&amp;A with the Missourian.,Link,,,4/4/16 11:04, ,1112,1112,0,1831,1831,0,26,,1,,,1,,26,36,15,13,,,19,17,,,1,4,,1,,,4,,1768,1064,0,0,24,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154914932489625,https://www.facebook.com/ColumbiaMissourian/posts/10154914932489625,Get ready for tomorrow's election with a refresher on the priorities and goals of Columbia School Board candidates. There are five candidates running for two three-year positions on the board.,Link,,,4/4/16 10:34, ,1216,1216,0,2052,2052,0,46,,7,4,,7,4,39,47,29,11,,,31,16,,,0,0,,,,,,,1675,1028,0,0,35,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
138832254624_10154914682399625,https://www.facebook.com/ColumbiaMissourian/posts/10154914682399625,A retired school librarian is using her love of books to support troops serving abroad. Read more about her story: http://bit.ly/1qpVGeW,Link,,,4/4/16 8:35, ,3131,3131,0,5867,5867,0,284,40,177,25,46,196,25,187,289,106,130,,,110,179,,,2,2,,2,,,2,,1571,909,0,0,30,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
